,曲名,アーティスト名,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
117,Lights,BTS,32592,https://open.spotify.com/track/3TDUktzfYXMWjkWqwoT5F1,0.608,0.644,5,-5.588,1,0.0314,0.156,0.0,0.124,0.431,99.005,audio_features,3TDUktzfYXMWjkWqwoT5F1,spotify:track:3TDUktzfYXMWjkWqwoT5F1,https://api.spotify.com/v1/tracks/3TDUktzfYXMWjkWqwoT5F1,https://api.spotify.com/v1/audio-analysis/3TDUktzfYXMWjkWqwoT5F1,292853,4
118,Bushido,Good Gas,32587,https://open.spotify.com/track/52HrZG4pwtYxTUuu6qlTWf,0.8,0.746,11,-2.523,1,0.0727,0.253,0.000136,0.0809,0.281,158.985,audio_features,52HrZG4pwtYxTUuu6qlTWf,spotify:track:52HrZG4pwtYxTUuu6qlTWf,https://api.spotify.com/v1/tracks/52HrZG4pwtYxTUuu6qlTWf,https://api.spotify.com/v1/audio-analysis/52HrZG4pwtYxTUuu6qlTWf,193208,4
119,イージーゲーム,natsumi,32270,https://open.spotify.com/track/096qZRdXPOyvb5OP8NI7pw,0.605,0.909,1,-2.483,0,0.13,0.227,0.0,0.0497,0.901,165.953,audio_features,096qZRdXPOyvb5OP8NI7pw,spotify:track:096qZRdXPOyvb5OP8NI7pw,https://api.spotify.com/v1/tracks/096qZRdXPOyvb5OP8NI7pw,https://api.spotify.com/v1/audio-analysis/096qZRdXPOyvb5OP8NI7pw,183930,4
120,Shukumei,Official HIGE DANdism,31962,https://open.spotify.com/track/0XaHPBAzPAC5ubwcRBqc1p,0.547,0.577,5,-6.087,1,0.0336,0.0152,0.0,0.109,0.494,164.032,audio_features,0XaHPBAzPAC5ubwcRBqc1p,spotify:track:0XaHPBAzPAC5ubwcRBqc1p,https://api.spotify.com/v1/tracks/0XaHPBAzPAC5ubwcRBqc1p,https://api.spotify.com/v1/audio-analysis/0XaHPBAzPAC5ubwcRBqc1p,280856,4
121,DNA,BTS,31597,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,audio_features,5SE57ljOIUJ1ybL9U6CuBH,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,https://api.spotify.com/v1/tracks/5SE57ljOIUJ1ybL9U6CuBH,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH,223123,4
122,Universe,Official HIGE DANdism,31259,https://open.spotify.com/track/0RuLz62h4YPNXqdO20Fmf6,0.503,0.895,1,-5.706,1,0.154,0.0774,6.15e-06,0.165,0.596,185.976,audio_features,0RuLz62h4YPNXqdO20Fmf6,spotify:track:0RuLz62h4YPNXqdO20Fmf6,https://api.spotify.com/v1/tracks/0RuLz62h4YPNXqdO20Fmf6,https://api.spotify.com/v1/audio-analysis/0RuLz62h4YPNXqdO20Fmf6,285813,4
123,Levitating (feat. DaBaby),Dua Lipa,31158,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,4
124,アカリ,GReeeeN,30627,https://open.spotify.com/track/7I8CmmrqsTgCjHPeSkkkIY,0.58,0.793,1,-7.383,1,0.135,0.118,0.0,0.157,0.567,170.045,audio_features,7I8CmmrqsTgCjHPeSkkkIY,spotify:track:7I8CmmrqsTgCjHPeSkkkIY,https://api.spotify.com/v1/tracks/7I8CmmrqsTgCjHPeSkkkIY,https://api.spotify.com/v1/audio-analysis/7I8CmmrqsTgCjHPeSkkkIY,177307,4
125,Wherever you are,ONE OK ROCK,30625,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,audio_features,7a7EIFzJLd7lcDRgThMQgm,spotify:track:7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/tracks/7a7EIFzJLd7lcDRgThMQgm,https://api.spotify.com/v1/audio-analysis/7a7EIFzJLd7lcDRgThMQgm,295600,4
126,Euphoria,BTS,30520,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0,0.637,0.799,2,-4.519,1,0.0338,0.394,0.0,0.0921,0.562,104.995,audio_features,3p6hnejEQYXkiTO1lAzVc0,spotify:track:3p6hnejEQYXkiTO1lAzVc0,https://api.spotify.com/v1/tracks/3p6hnejEQYXkiTO1lAzVc0,https://api.spotify.com/v1/audio-analysis/3p6hnejEQYXkiTO1lAzVc0,228615,4
127,分かってないよ,WurtS,30359,https://open.spotify.com/track/5wosJVYKzl3g7XElM98m23,0.429,0.919,2,-4.087,1,0.0681,0.000219,0.000143,0.347,0.527,149.971,audio_features,5wosJVYKzl3g7XElM98m23,spotify:track:5wosJVYKzl3g7XElM98m23,https://api.spotify.com/v1/tracks/5wosJVYKzl3g7XElM98m23,https://api.spotify.com/v1/audio-analysis/5wosJVYKzl3g7XElM98m23,209038,4
128,ヴァンパイア,DECO*27,29572,https://open.spotify.com/track/0m9QPTZzjtqCWY9Jg8poHc,0.555,0.955,1,-4.073,0,0.048,0.0096,0.0,0.329,0.955,164.028,audio_features,0m9QPTZzjtqCWY9Jg8poHc,spotify:track:0m9QPTZzjtqCWY9Jg8poHc,https://api.spotify.com/v1/tracks/0m9QPTZzjtqCWY9Jg8poHc,https://api.spotify.com/v1/audio-analysis/0m9QPTZzjtqCWY9Jg8poHc,178235,4
129,愛を知るまでは,Aimyon,29380,https://open.spotify.com/track/5gh0y6ZmuppQvoPbAGkeE2,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.1e-06,0.128,0.683,110.073,audio_features,5gh0y6ZmuppQvoPbAGkeE2,spotify:track:5gh0y6ZmuppQvoPbAGkeE2,https://api.spotify.com/v1/tracks/5gh0y6ZmuppQvoPbAGkeE2,https://api.spotify.com/v1/audio-analysis/5gh0y6ZmuppQvoPbAGkeE2,276253,4
130,Yesterday,Official HIGE DANdism,29376,https://open.spotify.com/track/1kMlcLyljkrShV0LSdSGBz,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,audio_features,1kMlcLyljkrShV0LSdSGBz,spotify:track:1kMlcLyljkrShV0LSdSGBz,https://api.spotify.com/v1/tracks/1kMlcLyljkrShV0LSdSGBz,https://api.spotify.com/v1/audio-analysis/1kMlcLyljkrShV0LSdSGBz,299164,4
131,Laughter,Official HIGE DANdism,28960,https://open.spotify.com/track/75fYFVXHzzwfc5yzFWlIlZ,0.412,0.765,4,-6.166,1,0.0336,0.00663,0.0,0.15,0.395,159.918,audio_features,75fYFVXHzzwfc5yzFWlIlZ,spotify:track:75fYFVXHzzwfc5yzFWlIlZ,https://api.spotify.com/v1/tracks/75fYFVXHzzwfc5yzFWlIlZ,https://api.spotify.com/v1/audio-analysis/75fYFVXHzzwfc5yzFWlIlZ,352920,4
132,Our Style,WILYWNKA,28932,https://open.spotify.com/track/2r31qQymHkEhfXlaBewBNb,0.65,0.687,9,-4.455,1,0.112,0.175,2.09e-05,0.0344,0.806,92.05,audio_features,2r31qQymHkEhfXlaBewBNb,spotify:track:2r31qQymHkEhfXlaBewBNb,https://api.spotify.com/v1/tracks/2r31qQymHkEhfXlaBewBNb,https://api.spotify.com/v1/audio-analysis/2r31qQymHkEhfXlaBewBNb,242486,4
133,キセキ,GReeeeN,28633,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts,0.641,0.618,0,-4.269,1,0.0259,0.0932,0.0,0.155,0.338,90.032,audio_features,7ztdl6cnbJgHRdMkKldkts,spotify:track:7ztdl6cnbJgHRdMkKldkts,https://api.spotify.com/v1/tracks/7ztdl6cnbJgHRdMkKldkts,https://api.spotify.com/v1/audio-analysis/7ztdl6cnbJgHRdMkKldkts,271160,4
134,会いたくて,Ado,28504,https://open.spotify.com/track/2N8p4NIVVVpe74sz2Fp4yA,0.483,0.836,5,-2.114,1,0.0446,0.0906,0.0,0.363,0.375,159.922,audio_features,2N8p4NIVVVpe74sz2Fp4yA,spotify:track:2N8p4NIVVVpe74sz2Fp4yA,https://api.spotify.com/v1/tracks/2N8p4NIVVVpe74sz2Fp4yA,https://api.spotify.com/v1/audio-analysis/2N8p4NIVVVpe74sz2Fp4yA,294543,4
135,正しくなれない,ZUTOMAYO,28413,https://open.spotify.com/track/2FHexlZenTsS3lsjUYHiDx,0.648,0.679,5,-3.959,1,0.0361,0.036,5.46e-06,0.127,0.484,118.67,audio_features,2FHexlZenTsS3lsjUYHiDx,spotify:track:2FHexlZenTsS3lsjUYHiDx,https://api.spotify.com/v1/tracks/2FHexlZenTsS3lsjUYHiDx,https://api.spotify.com/v1/audio-analysis/2FHexlZenTsS3lsjUYHiDx,240067,4
136,君はロックを聴かない,Aimyon,28378,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,0.524,0.687,7,-4.039,1,0.0267,0.00135,0.0,0.169,0.619,99.919,audio_features,59eluCMn0XbOWqeWQ91FTM,spotify:track:59eluCMn0XbOWqeWQ91FTM,https://api.spotify.com/v1/tracks/59eluCMn0XbOWqeWQ91FTM,https://api.spotify.com/v1/audio-analysis/59eluCMn0XbOWqeWQ91FTM,246307,4
137,LITMUS,Ryokuoushoku Shakai,28360,https://open.spotify.com/track/4SKkKCv06oN15DHpyKUnJk,0.655,0.805,7,-4.405,1,0.0534,0.104,0.0,0.134,0.5,95.992,audio_features,4SKkKCv06oN15DHpyKUnJk,spotify:track:4SKkKCv06oN15DHpyKUnJk,https://api.spotify.com/v1/tracks/4SKkKCv06oN15DHpyKUnJk,https://api.spotify.com/v1/audio-analysis/4SKkKCv06oN15DHpyKUnJk,254053,4
138,花束,back number,28349,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,0.519,0.713,2,-3.612,1,0.0324,0.0178,0.0,0.353,0.505,159.963,audio_features,3QIAwtEEDOrv0g5NKCGrXZ,spotify:track:3QIAwtEEDOrv0g5NKCGrXZ,https://api.spotify.com/v1/tracks/3QIAwtEEDOrv0g5NKCGrXZ,https://api.spotify.com/v1/audio-analysis/3QIAwtEEDOrv0g5NKCGrXZ,286053,4
139,東京フラッシュ,Vaundy,28159,https://open.spotify.com/track/0jPZf5231RdBUMLFG1HqXi,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,audio_features,0jPZf5231RdBUMLFG1HqXi,spotify:track:0jPZf5231RdBUMLFG1HqXi,https://api.spotify.com/v1/tracks/0jPZf5231RdBUMLFG1HqXi,https://api.spotify.com/v1/audio-analysis/0jPZf5231RdBUMLFG1HqXi,258859,4
140,HANABI,Mr.Children,28045,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,0.638,0.766,1,-5.541,1,0.0268,0.157,0.0,0.124,0.595,112.005,audio_features,0AU7xhipAm9Saq0k8A9Iua,spotify:track:0AU7xhipAm9Saq0k8A9Iua,https://api.spotify.com/v1/tracks/0AU7xhipAm9Saq0k8A9Iua,https://api.spotify.com/v1/audio-analysis/0AU7xhipAm9Saq0k8A9Iua,342773,4
141,Step and a step,NiziU,27965,https://open.spotify.com/track/5DgAgJbHcm74RyA9YKj6k1,0.844,0.851,0,-3.762,1,0.0494,0.184,8.53e-05,0.0754,0.541,116.038,audio_features,5DgAgJbHcm74RyA9YKj6k1,spotify:track:5DgAgJbHcm74RyA9YKj6k1,https://api.spotify.com/v1/tracks/5DgAgJbHcm74RyA9YKj6k1,https://api.spotify.com/v1/audio-analysis/5DgAgJbHcm74RyA9YKj6k1,201720,4
142,チェリー,SPITZ,27884,https://open.spotify.com/track/1ihCiJaXRl4f6Sy4LJov5z,0.646,0.805,0,-3.422,1,0.0292,0.227,1.95e-05,0.0901,0.748,97.201,audio_features,1ihCiJaXRl4f6Sy4LJov5z,spotify:track:1ihCiJaXRl4f6Sy4LJov5z,https://api.spotify.com/v1/tracks/1ihCiJaXRl4f6Sy4LJov5z,https://api.spotify.com/v1/audio-analysis/1ihCiJaXRl4f6Sy4LJov5z,259933,4
